"","variable","expected_gain","EVPI_do","EVPI_dont"
"tree_planting_costs_3","tree_planting_costs_3",63071.2314595533,0,63071.2314595533
"maintaining_trees_h_3","maintaining_trees_h_3",63018.2643184167,0,63018.2643184167
"mulch_h_3","mulch_h_3",63027.3322966802,0,63027.3322966802
"tree_var_costs","tree_var_costs",63022.0041455387,0,63022.0041455387
"truffle_yield","truffle_yield",62568.882702506,0,62568.882702506
"truffle_price","truffle_price",62876.2030099602,0,62876.2030099602
"truffle_harvest_costs","truffle_harvest_costs",63043.5653529611,0,63043.5653529611
"truffle_water_per_day","truffle_water_per_day",63054.6234676905,0,63054.6234676905
"truffle_days_to_irrigate","truffle_days_to_irrigate",NA,0,0
"chicken_replacement_cost","chicken_replacement_cost",63024.4199212364,0,63024.4199212364
"initial_chicken_mobile_cost_1","initial_chicken_mobile_cost_1",62976.2943922476,0,62976.2943922476
"maintaining_chicken_mobile_1","maintaining_chicken_mobile_1",63015.8805674098,0,63015.8805674098
"feed_cost","feed_cost",62972.1596395269,0,62972.1596395269
"working_hours_chicken_1","working_hours_chicken_1",63000.6204056234,0,63000.6204056234
"egg_per_hen","egg_per_hen",63020.2432613268,0,63020.2432613268
"feed_per_hen","feed_per_hen",62915.1559827055,0,62915.1559827055
"initial_chicken_mobile_cost_2","initial_chicken_mobile_cost_2",63014.4198624271,0,63014.4198624271
"maintaining_chicken_mobile_2","maintaining_chicken_mobile_2",62589.468334359,0,62589.468334359
"working_hours_chicken_2","working_hours_chicken_2",63028.0622597709,0,63028.0622597709
"eggs_price","eggs_price",62989.4998175217,0,62989.4998175217
"kg_per_certificate","kg_per_certificate",NA,0,0
"kg_per_tree","kg_per_tree",63035.3762269996,0,63035.3762269996
"kg_per_bush","kg_per_bush",62964.809650908,0,62964.809650908
"co2_price_per_ton","co2_price_per_ton",63023.6730915704,0,63023.6730915704
"co2_per_egg","co2_per_egg",63060.4962462622,0,63060.4962462622
"winterbarley_yield","winterbarley_yield",62999.8385717351,0,62999.8385717351
"winterbarley_costs","winterbarley_costs",62924.3875157156,0,62924.3875157156
"winterbarley_work","winterbarley_work",62996.9611967528,0,62996.9611967528
"winterbarley_price","winterbarley_price",63023.4230212542,0,63023.4230212542
"rye_yield","rye_yield",63026.1376848764,0,63026.1376848764
"rye_costs","rye_costs",63000.4716132011,0,63000.4716132011
"rye_work","rye_work",63005.1018794781,0,63005.1018794781
"rye_price","rye_price",62990.1353217264,0,62990.1353217264
"wheat_yield","wheat_yield",62979.0596742673,0,62979.0596742673
"wheat_costs","wheat_costs",63000.4705937521,0,63000.4705937521
"wheat_work","wheat_work",62982.42148764,0,62982.42148764
"wheat_price","wheat_price",63002.1866114136,0,63002.1866114136
"summerbarley_yield","summerbarley_yield",63008.6630108959,0,63008.6630108959
"summerbarley_costs","summerbarley_costs",62948.1396928464,0,62948.1396928464
"summerbarley_work","summerbarley_work",63010.462831326,0,63010.462831326
"summerbarley_price","summerbarley_price",62975.800825298,0,62975.800825298
