"","variable","expected_gain","EVPI_do","EVPI_dont"
"other_nut_h_2","other_nut_h_2",57829.7940138999,0,57829.7940138999
"nut_harvest_hours_1","nut_harvest_hours_1",58045.8137633072,0,58045.8137633072
"nut_harvest_hours_2","nut_harvest_hours_2",57849.8717334607,0,57849.8717334607
"nut_yield_1","nut_yield_1",57885.7161482481,0,57885.7161482481
"nut_yield_2","nut_yield_2",58004.1598498621,0,58004.1598498621
"nut_var_costs_1","nut_var_costs_1",57993.3902042835,0,57993.3902042835
"nut_var_costs_2","nut_var_costs_2",57911.9551545594,0,57911.9551545594
"water_price","water_price",NA,0,0
"days_to_irrigate","days_to_irrigate",NA,0,0
"water_trailer","water_trailer",57971.7640460819,0,57971.7640460819
"trailer_capacity","trailer_capacity",NA,0,0
"work_per_trailer","work_per_trailer",58044.6605676085,0,58044.6605676085
"installation_irrigation_1","installation_irrigation_1",57999.9550106293,0,57999.9550106293
"installation_irrigation_2","installation_irrigation_2",57940.5816459687,0,57940.5816459687
"work_per_irrigation","work_per_irrigation",58098.2758170354,0,58098.2758170354
"maintaining_irrigation_1","maintaining_irrigation_1",58077.5640944535,0,58077.5640944535
"maintaining_irrigation_2","maintaining_irrigation_2",58004.1641846604,0,58004.1641846604
"water_per_day_1","water_per_day_1",58021.5309825793,0,58021.5309825793
"water_per_day_2","water_per_day_2",58067.2573927487,0,58067.2573927487
"tree_planting_hours_3","tree_planting_hours_3",58105.667105115,0,58105.667105115
"tree_planting_costs_3","tree_planting_costs_3",58132.024414381,0,58132.024414381
"maintaining_trees_h_3","maintaining_trees_h_3",57904.9598847819,0,57904.9598847819
"mulch_h_3","mulch_h_3",57969.1575438711,0,57969.1575438711
"tree_var_costs","tree_var_costs",57907.7070575168,0,57907.7070575168
"truffle_yield","truffle_yield",58101.1901498306,182.129472076438,58283.3196219071
"truffle_price","truffle_price",57962.8985764583,69.8130417070068,58032.7116181653
"truffle_harvest_costs","truffle_harvest_costs",57903.0003157863,0,57903.0003157863
"truffle_water_per_day","truffle_water_per_day",58015.3191606629,0,58015.3191606629
"truffle_days_to_irrigate","truffle_days_to_irrigate",NA,0,0
"chicken_replacement_cost","chicken_replacement_cost",58028.0181640463,0,58028.0181640463
"initial_chicken_mobile_cost_1","initial_chicken_mobile_cost_1",57991.8907721426,0,57991.8907721426
"maintaining_chicken_mobile_1","maintaining_chicken_mobile_1",57932.8188422563,0,57932.8188422563
"feed_cost","feed_cost",57976.2701029098,0,57976.2701029098
"working_hours_chicken_1","working_hours_chicken_1",58007.2295390161,0,58007.2295390161
"egg_per_hen","egg_per_hen",58029.789059317,0,58029.789059317
"feed_per_hen","feed_per_hen",57956.5719118765,0,57956.5719118765
"initial_chicken_mobile_cost_2","initial_chicken_mobile_cost_2",57933.9439880049,0,57933.9439880049
"maintaining_chicken_mobile_2","maintaining_chicken_mobile_2",57449.6892886689,0,57449.6892886689
"working_hours_chicken_2","working_hours_chicken_2",58026.6832054921,0,58026.6832054921
"eggs_price","eggs_price",57947.622876279,0,57947.622876279
"kg_per_certificate","kg_per_certificate",NA,0,0
"kg_per_tree","kg_per_tree",57810.1710417002,0,57810.1710417002
"kg_per_bush","kg_per_bush",57866.421630618,0,57866.421630618
"co2_price_per_ton","co2_price_per_ton",58043.6556595608,0,58043.6556595608
"co2_per_egg","co2_per_egg",58007.8394811993,0,58007.8394811993
"winterbarley_yield","winterbarley_yield",58077.095788677,0,58077.095788677
"winterbarley_costs","winterbarley_costs",57955.0611232024,0,57955.0611232024
"winterbarley_work","winterbarley_work",58045.7679542356,0,58045.7679542356
"winterbarley_price","winterbarley_price",57911.4718097991,0,57911.4718097991
"rye_yield","rye_yield",57884.3451580672,0,57884.3451580672
"rye_costs","rye_costs",58114.7189878125,0,58114.7189878125
"rye_work","rye_work",58020.2221695775,0,58020.2221695775
"rye_price","rye_price",58011.6918120701,0,58011.6918120701
"wheat_yield","wheat_yield",58081.1027049811,0,58081.1027049811
"wheat_costs","wheat_costs",58052.6378988701,0,58052.6378988701
"wheat_work","wheat_work",58048.5324275168,0,58048.5324275168
"wheat_price","wheat_price",57975.2655786206,0,57975.2655786206
"summerbarley_yield","summerbarley_yield",58018.710959815,0,58018.710959815
"summerbarley_costs","summerbarley_costs",57951.2749609468,0,57951.2749609468
"summerbarley_work","summerbarley_work",57943.2446192687,0,57943.2446192687
"summerbarley_price","summerbarley_price",57874.4105366658,0,57874.4105366658
